reference;brand;group
33117-CYB-W136      ;FAG                 ;ROLAMENTO                     
33118               ;FAG                 ;ROLAMENTO                     
3311B.TVH           ;FAG                 ;ROLAMENTO                     
3311B.TVH           ;FAG                 ;ROLAMENTO                     
33122               ;FAG                 ;ROLAMENTO                     
3312B.TVH           ;FAG                 ;ROLAMENTO                     
3312B.TVH           ;FAG                 ;ROLAMENTO                     
3312B.TVH #         ;FAG                 ;ROLAMENTO                     
3312B.TVH.C3        ;FAG                 ;ROLAMENTO                     
3312B.TVH.C3 #      ;FAG                 ;ROLAMENTO                     
3313B.TVH           ;FAG                 ;ROLAMENTO                     
3313B.TVH.C3        ;FAG                 ;ROLAMENTO                     
3314                ;FAG                 ;ROLAMENTO                     
3314                ;FAG                 ;ROLAMENTO                     
3314 #              ;FAG                 ;ROLAMENTO                     
3315                ;FAG                 ;ROLAMENTO                     
33205               ;FAG                 ;ROLAMENTO                     
33206               ;FAG                 ;ROLAMENTO                     
33207               ;FAG                 ;ROLAMENTO                     
33208               ;FAG                 ;ROLAMENTO                     
33209               ;FAG                 ;ROLAMENTO                     
33209 #             ;FAG                 ;ROLAMENTO                     
3320M               ;FAG                 ;ROLAMENTO                     
33210               ;FAG                 ;ROLAMENTO                     
33210 #             ;FAG                 ;ROLAMENTO                     
33211               ;FAG                 ;ROLAMENTO                     
33213               ;FAG                 ;ROLAMENTO                     
33214               ;FAG                 ;ROLAMENTO                     
33214 #             ;FAG                 ;ROLAMENTO                     
33215               ;FAG                 ;ROLAMENTO                     
33215 #             ;FAG                 ;ROLAMENTO                     
33215-CYB-W136      ;FAG                 ;ROLAMENTO                     
33216               ;FAG                 ;ROLAMENTO                     
33217               ;FAG                 ;ROLAMENTO                     
33220               ;FAG                 ;ROLAMENTO                     
33220 #             ;FAG                 ;ROLAMENTO                     
36205               ;FAG                 ;ROLAMENTO                     
36206               ;FAG                 ;ROLAMENTO                     
36207               ;FAG                 ;ROLAMENTO                     
36208               ;FAG                 ;ROLAMENTO                     
36209               ;FAG                 ;ROLAMENTO                     
36210               ;FAG                 ;ROLAMENTO                     
3X15,8              ;INA                 ;ROLAMENTO                     
4,000X17,800        ;INA                 ;ROLAMENTO                     
4200B.TVH #         ;FAG                 ;ROLAMENTO                     
4200BB.TVH          ;FAG                 ;ROLAMENTO                     
4200BB.TVH          ;FAG                 ;ROLAMENTO                     
4201BB.TVH          ;FAG                 ;ROLAMENTO                     
4202B.TVH           ;FAG                 ;ROLAMENTO                     
4203B.TVH #         ;FAG                 ;ROLAMENTO                     
4203BB.TVH          ;FAG                 ;ROLAMENTO                     
4204BB.TVH          ;FAG                 ;ROLAMENTO                     
4205                ;INA                 ;ROLAMENTO                     
4205B.TVH           ;FAG                 ;ROLAMENTO                     
4205B.TVH           ;FAG                 ;ROLAMENTO                     
4205BB.TVH          ;FAG                 ;ROLAMENTO                     
4206                ;INA                 ;ROLAMENTO                     
4206BB.TVH          ;FAG                 ;ROLAMENTO                     
4207                ;INA                 ;ROLAMENTO                     
4208BB.TVH          ;FAG                 ;ROLAMENTO                     
4211B.TVH #         ;FAG                 ;ROLAMENTO                     
4212B.TVH #         ;FAG                 ;ROLAMENTO                     
4215B.TVH           ;FAG                 ;ROLAMENTO                     
42368/42584 #       ;FAG                 ;ROLAMENTO                     
4304BB.TVH          ;FAG                 ;ROLAMENTO                     
4305 ATN9 #         ;FAG                 ;ROLAMENTO                     
4307BB.TVH          ;FAG                 ;ROLAMENTO                     
4313B.TVH           ;FAG                 ;ROLAMENTO                     
4314B.TVH           ;FAG                 ;ROLAMENTO                     
47686/47620 #       ;FAG                 ;ROLAMENTO                     
500324A             ;FAG                 ;ROLAMENTO                     
501493              ;FAG                 ;ROLAMENTO                     
502853              ;FAG                 ;ROLAMENTO                     
502853 #            ;FAG                 ;ROLAMENTO                     
504376              ;FAG                 ;ROLAMENTO                     
504376B             ;FAG                 ;ROLAMENTO                     
504697              ;FAG                 ;ROLAMENTO                     
505916C             ;FAG                 ;ROLAMENTO                     
508204E.TVP         ;FAG                 ;ROLAMENTO                     
508620              ;FAG                 ;ROLAMENTO                     
509043B             ;FAG                 ;ROLAMENTO                     
509213              ;FAG                 ;ROLAMENTO                     
509333A             ;FAG                 ;ROLAMENTO                     
510148A             ;FAG                 ;ROLAMENTO                     
510148B             ;FAG                 ;ROLAMENTO                     
51101               ;FAG                 ;ROLAMENTO                     
51102               ;FAG                 ;ROLAMENTO                     
51103               ;FAG                 ;ROLAMENTO                     
51104               ;FAG                 ;ROLAMENTO                     
51105               ;FAG                 ;ROLAMENTO                     
51105               ;FAG                 ;ROLAMENTO                     
51105 #             ;FAG                 ;ROLAMENTO                     
51106               ;FAG                 ;ROLAMENTO                     
51107               ;FAG                 ;ROLAMENTO                     
51108               ;FAG                 ;ROLAMENTO                     
